Data transakcji,Kategoria,Produkt,Liczba,Cena,Wartość
2015-04-16 16:19:37,Elektronika,Laptop,3,2500,7500
2015-04-05 03:06:41,Elektronika,Laptop,5,2500,12500
2015-04-24 12:09:18,Elektronika,Laptop,4,2500,10000
2015-04-25 16:14:50,Elektronika,Laptop,2,2500,5000
2015-04-25 08:04:26,Elektronika,Laptop,2,2500,5000
2015-05-09 18:33:51,Elektronika,Laptop,3,2500,7500
2015-05-12 01:50:38,Elektronika,Laptop,3,2500,7500
2015-05-13 02:38:21,Elektronika,Laptop,5,2500,12500
2015-05-14 05:22:34,Elektronika,Laptop,3,2500,7500
2015-05-27 09:29:03,Elektronika,Laptop,4,2500,10000
2015-05-03 02:06:21,Elektronika,Laptop,5,2500,12500
2015-05-23 16:31:06,Elektronika,Laptop,2,2500,5000
2015-05-18 20:31:30,Elektronika,Laptop,3,2500,7500
2015-05-23 00:20:50,Elektronika,Laptop,3,2500,7500
2015-05-14 02:24:28,Elektronika,Laptop,3,2500,7500
2015-06-18 21:24:45,Elektronika,Laptop,2,2500,5000
2015-06-23 18:44:38,Elektronika,Laptop,5,2500,12500
2015-06-27 00:42:18,Elektronika,Laptop,4,2500,10000
2015-06-01 15:16:14,Elektronika,Laptop,2,2500,5000
2015-06-22 22:39:55,Elektronika,Laptop,1,2500,2500
2015-06-25 17:37:57,Elektronika,Laptop,4,2500,10000
2015-06-22 19:38:21,Elektronika,Laptop,1,2500,2500
2015-06-02 12:11:04,Elektronika,Laptop,2,2500,5000
2015-06-06 04:37:43,Elektronika,Laptop,2,2500,5000
2015-06-20 11:44:58,Elektronika,Laptop,3,2500,7500
2015-07-04 09:48:27,Elektronika,Laptop,2,2500,5000
2015-07-10 20:18:28,Elektronika,Laptop,1,2500,2500
2015-07-23 02:04:41,Elektronika,Laptop,5,2500,12500
2015-07-09 04:10:51,Elektronika,Laptop,4,2500,10000
2015-07-27 23:35:39,Elektronika,Laptop,1,2500,2500
2015-07-03 07:42:21,Elektronika,Laptop,3,2500,7500
2015-07-04 14:02:33,Elektronika,Laptop,3,2500,7500
2015-07-11 11:09:09,Elektronika,Laptop,5,2500,12500
2015-07-11 09:26:56,Elektronika,Laptop,2,2500,5000
2015-07-25 11:47:07,Elektronika,Laptop,2,2500,5000
2015-08-07 00:01:19,Elektronika,Laptop,5,2500,12500
2015-08-14 13:16:29,Elektronika,Laptop,1,2500,2500
2015-08-19 00:39:20,Elektronika,Laptop,1,2500,2500
2015-08-19 05:39:39,Elektronika,Laptop,5,2500,12500
2015-08-27 20:16:30,Elektronika,Laptop,5,2500,12500
2015-08-27 13:37:14,Elektronika,Laptop,2,2500,5000
2015-08-19 01:59:12,Elektronika,Laptop,4,2500,10000
2015-08-06 16:42:18,Elektronika,Laptop,4,2500,10000
2015-08-26 02:04:38,Elektronika,Laptop,1,2500,2500
2015-08-18 16:25:32,Elektronika,Laptop,1,2500,2500
2015-09-24 06:39:03,Elektronika,Laptop,4,2500,10000
2015-09-19 11:09:10,Elektronika,Laptop,2,2500,5000
2015-09-27 10:19:20,Elektronika,Laptop,2,2500,5000
2015-09-13 13:44:36,Elektronika,Laptop,3,2500,7500
2015-09-09 04:49:26,Elektronika,Laptop,3,2500,7500
2015-09-07 07:49:24,Elektronika,Laptop,5,2500,12500
2015-09-26 14:59:52,Elektronika,Laptop,5,2500,12500
2015-09-21 20:25:05,Elektronika,Laptop,3,2500,7500
2015-09-15 15:53:08,Elektronika,Laptop,2,2500,5000
2015-09-18 14:14:38,Elektronika,Laptop,3,2500,7500
2015-10-14 14:09:43,Elektronika,Laptop,3,2500,7500
2015-10-10 10:53:46,Elektronika,Laptop,5,2500,12500
2015-10-08 05:01:57,Elektronika,Laptop,5,2500,12500
2015-10-15 03:00:09,Elektronika,Laptop,1,2500,2500
2015-10-18 15:13:00,Elektronika,Laptop,1,2500,2500
2015-10-22 00:22:04,Elektronika,Laptop,4,2500,10000
2015-10-16 22:52:48,Elektronika,Laptop,1,2500,2500
2015-10-07 20:49:22,Elektronika,Laptop,3,2500,7500
2015-10-16 23:35:04,Elektronika,Laptop,4,2500,10000
2015-10-04 15:15:57,Elektronika,Laptop,5,2500,12500
2015-11-03 19:10:27,Elektronika,Laptop,2,2500,5000
2015-11-06 20:45:22,Elektronika,Laptop,1,2500,2500
2015-11-22 00:46:33,Elektronika,Laptop,3,2500,7500
2015-11-26 13:44:31,Elektronika,Laptop,5,2500,12500
2015-11-10 01:42:39,Elektronika,Laptop,1,2500,2500
2015-11-23 19:59:08,Elektronika,Laptop,3,2500,7500
2015-11-20 06:11:24,Elektronika,Laptop,3,2500,7500
2015-11-19 04:08:14,Elektronika,Laptop,2,2500,5000
2015-11-22 02:15:59,Elektronika,Laptop,1,2500,2500
2015-11-09 11:16:51,Elektronika,Laptop,2,2500,5000
2015-12-13 07:44:46,Elektronika,Laptop,1,2500,2500
2015-12-01 19:41:27,Elektronika,Laptop,3,2500,7500
2015-12-24 22:42:59,Elektronika,Laptop,5,2500,12500
2015-12-04 21:28:18,Elektronika,Laptop,2,2500,5000
2015-12-18 18:59:43,Elektronika,Laptop,4,2500,10000
2015-12-23 03:52:55,Elektronika,Laptop,3,2500,7500
2015-12-03 01:15:17,Elektronika,Laptop,4,2500,10000
2015-12-02 10:07:16,Elektronika,Laptop,5,2500,12500
2015-12-27 03:15:26,Elektronika,Laptop,4,2500,10000
2015-12-21 11:30:27,Elektronika,Laptop,3,2500,7500
2016-01-08 18:57:53,Elektronika,Laptop,3,2500,7500
2016-01-22 22:52:46,Elektronika,Laptop,4,2500,10000
2016-01-05 22:07:12,Elektronika,Laptop,2,2500,5000
2016-01-10 06:14:33,Elektronika,Laptop,3,2500,7500
2016-01-08 03:56:51,Elektronika,Laptop,4,2500,10000
2016-01-09 10:32:13,Elektronika,Laptop,5,2500,12500
2016-01-09 11:00:37,Elektronika,Laptop,3,2500,7500
2016-01-23 00:22:53,Elektronika,Laptop,3,2500,7500
2016-01-05 19:15:04,Elektronika,Laptop,2,2500,5000
2016-01-04 04:45:31,Elektronika,Laptop,2,2500,5000
2016-02-10 09:38:15,Elektronika,Laptop,2,2500,5000
2016-02-14 00:09:33,Elektronika,Laptop,1,2500,2500
2016-02-12 02:17:04,Elektronika,Laptop,2,2500,5000
2016-02-03 12:49:15,Elektronika,Laptop,3,2500,7500
2016-02-09 01:57:38,Elektronika,Laptop,5,2500,12500
2016-02-14 06:05:09,Elektronika,Laptop,2,2500,5000
2016-02-12 08:45:58,Elektronika,Laptop,2,2500,5000
2016-02-07 01:07:41,Elektronika,Laptop,4,2500,10000
2016-02-14 00:26:05,Elektronika,Laptop,4,2500,10000
2016-02-24 02:30:57,Elektronika,Laptop,2,2500,5000
2016-03-13 04:41:12,Elektronika,Laptop,5,2500,12500
2016-03-06 01:02:08,Elektronika,Laptop,5,2500,12500
2016-03-19 10:06:06,Elektronika,Laptop,2,2500,5000
2016-03-19 22:35:58,Elektronika,Laptop,1,2500,2500
2016-03-15 21:15:12,Elektronika,Laptop,5,2500,12500
2016-03-24 20:31:13,Elektronika,Laptop,2,2500,5000
2016-03-01 18:03:24,Elektronika,Laptop,2,2500,5000
2016-03-02 00:53:18,Elektronika,Laptop,2,2500,5000
2016-03-03 16:48:14,Elektronika,Laptop,3,2500,7500
2016-03-03 21:33:44,Elektronika,Laptop,4,2500,10000
2016-04-21 19:50:43,Elektronika,Laptop,1,2500,2500
2016-04-07 11:48:13,Elektronika,Laptop,5,2500,12500
2016-04-19 00:31:40,Elektronika,Laptop,4,2500,10000
2016-04-13 16:20:19,Elektronika,Laptop,5,2500,12500
2016-04-22 22:36:57,Elektronika,Laptop,4,2500,10000
2016-04-12 06:40:17,Elektronika,Laptop,1,2500,2500
2016-04-06 14:28:14,Elektronika,Laptop,4,2500,10000
2016-04-15 00:35:58,Elektronika,Laptop,5,2500,12500
2016-04-10 12:32:04,Elektronika,Laptop,1,2500,2500
2016-04-22 01:54:40,Elektronika,Laptop,1,2500,2500
2016-05-06 18:36:52,Elektronika,Laptop,2,2500,5000
2016-05-01 16:29:13,Elektronika,Laptop,5,2500,12500
2016-05-24 09:25:02,Elektronika,Laptop,4,2500,10000
2016-05-22 09:36:40,Elektronika,Laptop,4,2500,10000
2016-05-05 18:21:43,Elektronika,Laptop,4,2500,10000
2016-05-13 11:58:30,Elektronika,Laptop,1,2500,2500
2016-05-23 08:44:26,Elektronika,Laptop,3,2500,7500
2016-05-27 02:06:00,Elektronika,Laptop,5,2500,12500
2016-05-24 09:33:48,Elektronika,Laptop,3,2500,7500
2016-05-09 01:09:06,Elektronika,Laptop,1,2500,2500
2016-06-22 01:57:58,Elektronika,Laptop,4,2500,10000
2016-06-18 09:49:48,Elektronika,Laptop,1,2500,2500
2016-06-25 09:10:10,Elektronika,Laptop,4,2500,10000
2016-06-20 09:03:28,Elektronika,Laptop,2,2500,5000
2016-06-26 03:45:10,Elektronika,Laptop,2,2500,5000
2016-06-21 21:57:59,Elektronika,Laptop,5,2500,12500
2016-06-07 09:38:33,Elektronika,Laptop,3,2500,7500
2016-06-15 01:22:56,Elektronika,Laptop,2,2500,5000
2016-06-12 03:13:28,Elektronika,Laptop,5,2500,12500
2016-06-09 22:11:28,Elektronika,Laptop,3,2500,7500
2016-07-27 14:57:44,Elektronika,Laptop,2,2500,5000
2016-07-04 15:24:25,Elektronika,Laptop,1,2500,2500
2016-07-15 04:40:58,Elektronika,Laptop,4,2500,10000
2016-07-04 20:30:45,Elektronika,Laptop,2,2500,5000
2016-07-22 02:58:21,Elektronika,Laptop,1,2500,2500
2016-07-03 21:50:37,Elektronika,Laptop,2,2500,5000
2016-07-23 23:03:59,Elektronika,Laptop,2,2500,5000
2016-07-04 22:12:05,Elektronika,Laptop,4,2500,10000
2016-07-02 20:16:43,Elektronika,Laptop,2,2500,5000
2016-07-04 05:23:29,Elektronika,Laptop,2,2500,5000
2016-08-16 12:39:33,Elektronika,Laptop,1,2500,2500
2016-08-05 00:27:25,Elektronika,Laptop,5,2500,12500
2016-08-21 04:14:52,Elektronika,Laptop,3,2500,7500
2016-08-22 18:57:11,Elektronika,Laptop,5,2500,12500
2016-08-07 22:23:17,Elektronika,Laptop,5,2500,12500
2016-08-09 05:27:42,Elektronika,Laptop,1,2500,2500
2016-08-14 13:47:19,Elektronika,Laptop,2,2500,5000
2016-08-27 04:56:04,Elektronika,Laptop,2,2500,5000
2016-08-12 08:12:48,Elektronika,Laptop,4,2500,10000
2016-08-16 13:40:49,Elektronika,Laptop,4,2500,10000
2016-09-20 18:02:55,Elektronika,Laptop,4,2500,10000
2016-09-27 01:45:21,Elektronika,Laptop,4,2500,10000
2016-09-21 16:53:10,Elektronika,Laptop,4,2500,10000
2016-09-03 00:54:26,Elektronika,Laptop,5,2500,12500
2016-09-03 14:50:14,Elektronika,Laptop,1,2500,2500
2016-09-06 00:32:30,Elektronika,Laptop,2,2500,5000
2016-09-02 04:33:56,Elektronika,Laptop,4,2500,10000
2016-09-09 08:51:19,Elektronika,Laptop,3,2500,7500
2016-09-12 03:03:16,Elektronika,Laptop,2,2500,5000
2016-09-17 18:31:30,Elektronika,Laptop,3,2500,7500
2016-10-08 09:33:16,Elektronika,Laptop,3,2500,7500
2016-10-26 01:00:40,Elektronika,Laptop,5,2500,12500
2016-10-27 02:30:33,Elektronika,Laptop,5,2500,12500
2016-10-12 05:57:19,Elektronika,Laptop,1,2500,2500
2016-10-20 01:08:19,Elektronika,Laptop,4,2500,10000
2016-10-17 23:37:03,Elektronika,Laptop,3,2500,7500
2016-10-08 23:37:30,Elektronika,Laptop,4,2500,10000
2016-10-01 02:37:47,Elektronika,Laptop,3,2500,7500
2016-10-11 12:46:24,Elektronika,Laptop,5,2500,12500
2016-10-26 22:39:19,Elektronika,Laptop,3,2500,7500
2016-11-19 16:17:54,Elektronika,Laptop,4,2500,10000
2016-11-14 04:44:44,Elektronika,Laptop,5,2500,12500
2016-11-04 12:06:33,Elektronika,Laptop,3,2500,7500
2016-11-20 10:59:17,Elektronika,Laptop,2,2500,5000
2016-11-04 18:01:15,Elektronika,Laptop,4,2500,10000
2016-11-01 02:04:22,Elektronika,Laptop,2,2500,5000
2016-11-27 22:18:12,Elektronika,Laptop,5,2500,12500
2016-11-04 08:55:17,Elektronika,Laptop,3,2500,7500
2016-11-01 09:40:37,Elektronika,Laptop,4,2500,10000
2016-11-09 21:49:00,Elektronika,Laptop,2,2500,5000
2016-12-04 04:45:39,Elektronika,Laptop,4,2500,10000
2016-12-20 18:47:12,Elektronika,Laptop,2,2500,5000
2016-12-03 13:44:53,Elektronika,Laptop,5,2500,12500
2016-12-19 08:34:22,Elektronika,Laptop,3,2500,7500
2016-12-03 07:13:19,Elektronika,Laptop,4,2500,10000
2016-12-26 06:42:57,Elektronika,Laptop,1,2500,2500
2016-12-06 14:45:09,Elektronika,Laptop,2,2500,5000
2016-12-13 17:03:51,Elektronika,Laptop,2,2500,5000
2016-12-17 00:50:47,Elektronika,Laptop,2,2500,5000
2016-12-23 04:18:31,Elektronika,Laptop,4,2500,10000
2017-01-18 01:43:53,Elektronika,Laptop,3,2500,7500
2017-01-04 09:15:50,Elektronika,Laptop,4,2500,10000
2017-01-20 14:27:07,Elektronika,Laptop,3,2500,7500
2017-01-12 00:07:27,Elektronika,Laptop,5,2500,12500
2017-01-08 09:54:32,Elektronika,Laptop,4,2500,10000
2017-01-10 23:14:40,Elektronika,Laptop,5,2500,12500
2017-01-05 18:45:34,Elektronika,Laptop,5,2500,12500
2017-01-20 17:04:31,Elektronika,Laptop,2,2500,5000
2017-01-06 17:28:31,Elektronika,Laptop,4,2500,10000
2017-01-21 17:17:51,Elektronika,Laptop,1,2500,2500
2017-02-27 11:02:01,Elektronika,Laptop,5,2500,12500
2017-02-02 11:09:38,Elektronika,Laptop,2,2500,5000
2017-02-20 10:48:01,Elektronika,Laptop,4,2500,10000
2017-02-13 16:54:42,Elektronika,Laptop,1,2500,2500
2017-02-27 21:34:46,Elektronika,Laptop,1,2500,2500
2017-02-12 22:47:56,Elektronika,Laptop,3,2500,7500
2017-02-20 23:29:26,Elektronika,Laptop,5,2500,12500
2017-02-11 06:45:36,Elektronika,Laptop,2,2500,5000
2017-02-17 08:09:36,Elektronika,Laptop,1,2500,2500
2017-02-05 08:54:17,Elektronika,Laptop,5,2500,12500
2017-03-12 20:14:03,Elektronika,Laptop,3,2500,7500
2017-03-21 12:16:02,Elektronika,Laptop,4,2500,10000
2017-03-21 09:25:31,Elektronika,Laptop,3,2500,7500
2017-03-27 08:05:19,Elektronika,Laptop,1,2500,2500
2017-03-02 11:38:31,Elektronika,Laptop,5,2500,12500
2017-03-25 15:12:14,Elektronika,Laptop,4,2500,10000
2017-03-15 13:37:24,Elektronika,Laptop,5,2500,12500
2017-03-27 08:20:01,Elektronika,Laptop,1,2500,2500
2017-03-18 02:11:21,Elektronika,Laptop,4,2500,10000
2017-03-02 20:30:26,Elektronika,Laptop,2,2500,5000
2017-04-23 06:38:36,Elektronika,Laptop,4,2500,10000
2017-04-02 03:31:58,Elektronika,Laptop,3,2500,7500
2017-04-12 15:19:32,Elektronika,Laptop,4,2500,10000
2017-04-09 04:36:01,Elektronika,Laptop,1,2500,2500
2017-04-21 03:36:13,Elektronika,Laptop,2,2500,5000
2017-04-19 22:51:53,Elektronika,Laptop,1,2500,2500
2017-04-25 11:40:31,Elektronika,Laptop,5,2500,12500
2017-04-27 11:13:19,Elektronika,Laptop,5,2500,12500
2017-04-26 21:27:12,Elektronika,Laptop,5,2500,12500
2017-04-24 05:57:39,Elektronika,Laptop,1,2500,2500
2017-05-16 00:11:55,Elektronika,Laptop,5,2500,12500
2017-05-03 17:55:55,Elektronika,Laptop,1,2500,2500
2017-05-20 09:52:29,Elektronika,Laptop,5,2500,12500
2017-05-24 10:37:47,Elektronika,Laptop,4,2500,10000
2017-05-15 23:42:28,Elektronika,Laptop,2,2500,5000
2017-05-08 15:48:17,Elektronika,Laptop,5,2500,12500
2017-05-20 22:24:12,Elektronika,Laptop,4,2500,10000
2017-05-27 22:12:53,Elektronika,Laptop,5,2500,12500
2017-05-18 10:46:49,Elektronika,Laptop,2,2500,5000
2017-05-27 20:56:55,Elektronika,Laptop,2,2500,5000
2017-06-10 13:14:39,Elektronika,Laptop,3,2500,7500
2017-06-01 02:07:15,Elektronika,Laptop,2,2500,5000
2017-06-03 08:40:06,Elektronika,Laptop,3,2500,7500
2017-06-15 23:53:21,Elektronika,Laptop,2,2500,5000
2017-06-18 14:29:41,Elektronika,Laptop,3,2500,7500
2017-06-27 19:50:16,Elektronika,Laptop,4,2500,10000
2017-06-15 07:40:24,Elektronika,Laptop,5,2500,12500
2017-06-06 11:46:49,Elektronika,Laptop,2,2500,5000
2017-06-27 18:23:13,Elektronika,Laptop,4,2500,10000
2017-06-15 10:12:36,Elektronika,Laptop,5,2500,12500
2017-07-09 14:38:29,Elektronika,Laptop,4,2500,10000
2017-07-19 21:22:17,Elektronika,Laptop,1,2500,2500
2017-07-22 19:45:21,Elektronika,Laptop,5,2500,12500
2017-07-21 17:12:54,Elektronika,Laptop,1,2500,2500
2017-07-22 07:49:31,Elektronika,Laptop,5,2500,12500
2017-07-04 21:27:52,Elektronika,Laptop,5,2500,12500
2017-07-10 12:54:11,Elektronika,Laptop,1,2500,2500
2017-07-05 12:49:58,Elektronika,Laptop,4,2500,10000
2017-07-02 05:30:08,Elektronika,Laptop,3,2500,7500
2017-07-10 12:37:31,Elektronika,Laptop,3,2500,7500
2017-08-13 16:51:57,Elektronika,Laptop,3,2500,7500
2017-08-19 10:36:35,Elektronika,Laptop,2,2500,5000
2017-08-10 10:29:06,Elektronika,Laptop,2,2500,5000
2017-08-19 01:41:40,Elektronika,Laptop,5,2500,12500
2017-08-07 10:42:21,Elektronika,Laptop,4,2500,10000
2017-08-22 05:41:30,Elektronika,Laptop,1,2500,2500
2017-08-12 02:53:55,Elektronika,Laptop,5,2500,12500
2017-08-02 02:14:32,Elektronika,Laptop,1,2500,2500
2017-08-05 01:37:06,Elektronika,Laptop,3,2500,7500
2017-08-21 03:28:01,Elektronika,Laptop,2,2500,5000
2017-09-03 16:38:14,Elektronika,Laptop,2,2500,5000
2017-09-22 20:43:32,Elektronika,Laptop,1,2500,2500
2017-09-27 08:52:43,Elektronika,Laptop,2,2500,5000
2017-09-15 00:29:52,Elektronika,Laptop,4,2500,10000
2017-09-17 04:02:15,Elektronika,Laptop,1,2500,2500
2017-09-02 03:42:04,Elektronika,Laptop,4,2500,10000
2017-09-03 23:38:08,Elektronika,Laptop,3,2500,7500
2017-09-27 20:25:17,Elektronika,Laptop,2,2500,5000
2017-09-27 15:39:15,Elektronika,Laptop,2,2500,5000
2017-09-24 11:50:08,Elektronika,Laptop,1,2500,2500
2017-10-09 22:35:27,Elektronika,Laptop,2,2500,5000
2017-10-23 15:37:47,Elektronika,Laptop,1,2500,2500
2017-10-12 06:20:05,Elektronika,Laptop,1,2500,2500
2017-10-18 13:36:57,Elektronika,Laptop,2,2500,5000
2017-10-13 10:45:32,Elektronika,Laptop,3,2500,7500
2017-10-04 08:55:52,Elektronika,Laptop,4,2500,10000
2017-10-11 04:18:41,Elektronika,Laptop,3,2500,7500
2017-10-08 21:25:23,Elektronika,Laptop,2,2500,5000
2017-10-18 05:46:14,Elektronika,Laptop,1,2500,2500
2017-10-15 10:24:04,Elektronika,Laptop,5,2500,12500
2017-11-14 12:29:43,Elektronika,Laptop,3,2500,7500
2017-11-20 15:04:57,Elektronika,Laptop,2,2500,5000
2017-11-26 06:54:45,Elektronika,Laptop,1,2500,2500
2017-11-19 07:53:55,Elektronika,Laptop,4,2500,10000
2017-11-22 07:29:16,Elektronika,Laptop,4,2500,10000
2017-11-03 10:49:16,Elektronika,Laptop,2,2500,5000
2017-11-02 18:14:31,Elektronika,Laptop,2,2500,5000
2017-11-07 21:55:14,Elektronika,Laptop,2,2500,5000
2017-11-04 04:25:00,Elektronika,Laptop,3,2500,7500
2017-11-14 02:16:23,Elektronika,Laptop,5,2500,12500
2017-12-14 16:55:44,Elektronika,Laptop,2,2500,5000
2017-12-02 19:59:39,Elektronika,Laptop,5,2500,12500
2017-12-26 06:10:18,Elektronika,Laptop,5,2500,12500
2017-12-24 07:34:38,Elektronika,Laptop,5,2500,12500
2017-12-14 12:17:56,Elektronika,Laptop,4,2500,10000
2017-12-15 07:25:10,Elektronika,Laptop,2,2500,5000
2017-12-21 07:48:32,Elektronika,Laptop,4,2500,10000
2017-12-01 23:13:06,Elektronika,Laptop,3,2500,7500
2017-12-21 02:16:12,Elektronika,Laptop,3,2500,7500
2017-12-07 20:47:21,Elektronika,Laptop,5,2500,12500
2018-01-24 04:32:11,Elektronika,Laptop,1,2500,2500
2018-01-13 23:47:45,Elektronika,Laptop,1,2500,2500
2018-01-10 20:19:33,Elektronika,Laptop,1,2500,2500
2018-01-22 12:09:46,Elektronika,Laptop,2,2500,5000
2018-01-02 07:34:53,Elektronika,Laptop,1,2500,2500
2018-01-06 05:36:04,Elektronika,Laptop,2,2500,5000
2018-01-10 13:42:37,Elektronika,Laptop,5,2500,12500
2018-01-24 23:13:10,Elektronika,Laptop,5,2500,12500
2018-01-16 11:01:36,Elektronika,Laptop,4,2500,10000
2018-01-09 00:35:25,Elektronika,Laptop,1,2500,2500
2018-02-14 01:10:34,Elektronika,Laptop,3,2500,7500
2018-02-18 09:13:10,Elektronika,Laptop,1,2500,2500
2018-02-13 11:53:46,Elektronika,Laptop,3,2500,7500
2018-02-24 09:02:00,Elektronika,Laptop,1,2500,2500
2018-02-14 06:45:06,Elektronika,Laptop,4,2500,10000
2018-02-01 23:41:57,Elektronika,Laptop,3,2500,7500
2018-02-21 01:25:22,Elektronika,Laptop,4,2500,10000
2018-02-26 10:35:14,Elektronika,Laptop,3,2500,7500
2018-02-26 12:31:51,Elektronika,Laptop,4,2500,10000
2018-02-03 10:30:41,Elektronika,Laptop,5,2500,12500
2018-03-12 14:28:06,Elektronika,Laptop,4,2500,10000
2018-03-15 10:38:37,Elektronika,Laptop,2,2500,5000
2018-03-02 12:29:41,Elektronika,Laptop,4,2500,10000
2018-03-15 11:25:01,Elektronika,Laptop,4,2500,10000
2018-03-12 06:31:54,Elektronika,Laptop,2,2500,5000
2018-03-04 11:05:19,Elektronika,Laptop,2,2500,5000
2018-03-20 11:06:29,Elektronika,Laptop,4,2500,10000
2018-03-07 23:54:44,Elektronika,Laptop,2,2500,5000
2018-03-19 10:05:09,Elektronika,Laptop,3,2500,7500
2018-03-08 20:45:28,Elektronika,Laptop,2,2500,5000
2018-04-27 09:23:08,Elektronika,Laptop,1,2500,2500
2018-04-13 01:48:57,Elektronika,Laptop,1,2500,2500
2018-04-02 03:42:34,Elektronika,Laptop,5,2500,12500
2018-04-20 07:00:21,Elektronika,Laptop,1,2500,2500
2018-04-08 07:31:39,Elektronika,Laptop,1,2500,2500
2018-04-09 06:13:03,Elektronika,Laptop,5,2500,12500
2018-04-02 09:14:53,Elektronika,Laptop,1,2500,2500
2018-04-21 07:44:20,Elektronika,Laptop,5,2500,12500
2018-04-09 14:33:05,Elektronika,Laptop,3,2500,7500
2018-04-12 10:26:00,Elektronika,Laptop,2,2500,5000
2018-05-10 16:49:25,Elektronika,Laptop,3,2500,7500
2018-05-01 03:23:08,Elektronika,Laptop,2,2500,5000
2018-05-26 15:03:37,Elektronika,Laptop,3,2500,7500
2018-05-02 17:33:07,Elektronika,Laptop,3,2500,7500
2018-05-17 09:56:47,Elektronika,Laptop,1,2500,2500
2018-05-08 02:44:14,Elektronika,Laptop,2,2500,5000
2018-05-01 22:45:48,Elektronika,Laptop,5,2500,12500
2018-05-24 01:28:23,Elektronika,Laptop,5,2500,12500
2018-05-03 01:23:11,Elektronika,Laptop,5,2500,12500
2018-05-26 19:37:13,Elektronika,Laptop,3,2500,7500
2018-06-04 16:59:28,Elektronika,Laptop,3,2500,7500
2018-06-03 01:12:27,Elektronika,Laptop,3,2500,7500
2018-06-18 00:50:18,Elektronika,Laptop,5,2500,12500
2018-06-10 19:52:13,Elektronika,Laptop,4,2500,10000
2018-06-16 21:06:49,Elektronika,Laptop,3,2500,7500
2018-06-24 10:10:48,Elektronika,Laptop,5,2500,12500
2018-06-19 20:11:05,Elektronika,Laptop,1,2500,2500
2018-06-18 06:00:06,Elektronika,Laptop,1,2500,2500
2018-06-24 12:48:49,Elektronika,Laptop,2,2500,5000
2018-06-18 10:17:56,Elektronika,Laptop,5,2500,12500
2018-07-05 16:28:09,Elektronika,Laptop,4,2500,10000
2018-07-02 00:05:48,Elektronika,Laptop,3,2500,7500
2018-07-24 11:19:55,Elektronika,Laptop,5,2500,12500
2018-07-11 16:26:43,Elektronika,Laptop,2,2500,5000
2018-07-10 20:22:27,Elektronika,Laptop,2,2500,5000
2018-07-20 21:00:39,Elektronika,Laptop,5,2500,12500
2018-07-09 00:18:34,Elektronika,Laptop,4,2500,10000
2018-07-13 02:53:26,Elektronika,Laptop,3,2500,7500
2018-07-23 22:57:41,Elektronika,Laptop,4,2500,10000
2018-07-04 07:19:19,Elektronika,Laptop,3,2500,7500
2018-08-19 12:32:31,Elektronika,Laptop,3,2500,7500
2018-08-21 04:44:16,Elektronika,Laptop,4,2500,10000
2018-08-11 01:04:23,Elektronika,Laptop,4,2500,10000
2018-08-03 09:45:54,Elektronika,Laptop,5,2500,12500
2018-08-19 12:30:10,Elektronika,Laptop,1,2500,2500
